Category,Data Code,Data Name,Date,Patient Count,Normalized Patient Count
m11 [nvbdcp],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.1.1.d,Malaria (Microscopy Tests ) - Mixed test positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.1.2.a,RDT conducted for Malaria,2024-07-01,46.0,0.0006469214974826315
m11 [nvbdcp],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.1.2.c,Malaria (RDT) - Plasmodium Falciparum test positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.1.2.d,Malaria (RDT) - Mixed test positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.2.1,Kala Azar (RDT) - Tests Conducted,2024-07-01,0.0,0.0
m11 [nvbdcp],11.2.2,Kala Azar Positive Cases,2024-07-01,0.0,0.0
m11 [nvbdcp],11.3.1,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-07-01,2.0,2.8127021629679632e-05
m11 [nvbdcp],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.3.3,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-07-01,0.0,0.0
m11 [nvbdcp],11.3.4,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-07-01,0.0,0.0
m11 [nvbdcp],11.4.1,No. of AES cases tested for JE(IgM ELISA),2024-07-01,0.0,0.0
m11 [nvbdcp],11.4.2,No. of JE positive cases,2024-07-01,0.0,0.0
m11 [nvbdcp],11.5.1,Number of persons that consumed MDA(Mass Drug Administration) drugs during the MDA round ,2024-07-01,0.0,0.0
m11 [nvbdcp],11.5.2,Number of Lymphatic Filarisis lymphoedema patients received MMDP(Morbidity Management And Disability Prevention) kits ,2024-07-01,0.0,0.0
m11 [nvbdcp],11.5.3,Number of Hydrocele surgeries conducted in Lymphatic Filariasis (MMDP),2024-07-01,0.0,0.0
m11 [nvbdcp],11.1.1.a,Total Blood Smears Examined for Malaria ,2024-08-01,251.0,0.0035299412145247937
m11 [nvbdcp],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,2024-08-01,1.0,1.4063510814839816e-05
m11 [nvbdcp],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,2024-08-01,0.0,0.0
m11 [nvbdcp],11.1.1.d,Malaria (Microscopy Tests ) - Mixed test positive,2024-08-01,0.0,0.0
m11 [nvbdcp],11.1.2.a,RDT conducted for Malaria,2024-08-01,41.0,0.0005766039434084325
m11 [nvbdcp],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,2024-08-01,0.0,0.0
m11 [nvbdcp],11.1.2.c,Malaria (RDT) - Plasmodium Falciparum test positive,2024-08-01,0.0,0.0
m11 [nvbdcp],11.1.2.d,Malaria (RDT) - Mixed test positive,2024-08-01,0.0,0.0
m11 [nvbdcp],11.2.1,Kala Azar (RDT) - Tests Conducted,2024-08-01,0.0,0.0
m11 [nvbdcp],11.2.2,Kala Azar Positive Cases,2024-08-01,0.0,0.0
m11 [nvbdcp],11.3.1,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-08-01,3.0,4.219053244451945e-05
m11 [nvbdcp],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-08-01,0.0,0.0
m11 [nvbdcp],11.3.3,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-08-01,3.0,4.219053244451945e-05
m11 [nvbdcp],11.3.4,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-08-01,1.0,1.4063510814839816e-05
m11 [nvbdcp],11.4.1,No. of AES cases tested for JE(IgM ELISA),2024-08-01,0.0,0.0
m11 [nvbdcp],11.4.2,No. of JE positive cases,2024-08-01,0.0,0.0
m11 [nvbdcp],11.5.1,Number of persons that consumed MDA(Mass Drug Administration) drugs during the MDA round ,2024-08-01,0.0,0.0
m11 [nvbdcp],11.5.2,Number of Lymphatic Filarisis lymphoedema patients received MMDP(Morbidity Management And Disability Prevention) kits ,2024-08-01,0.0,0.0
m11 [nvbdcp],11.5.3,Number of Hydrocele surgeries conducted in Lymphatic Filariasis (MMDP),2024-08-01,0.0,0.0
m11 [nvbdcp],11.1.1.a,Total Blood Smears Examined for Malaria ,2024-09-01,266.0,0.003740893876747391
m11 [nvbdcp],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,2024-09-01,0.0,0.0
m11 [nvbdcp],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,2024-09-01,0.0,0.0
m11 [nvbdcp],11.1.1.d,Malaria (Microscopy Tests ) - Mixed test positive,2024-09-01,1.0,1.4063510814839816e-05
m11 [nvbdcp],11.1.2.a,RDT conducted for Malaria,2024-09-01,46.0,0.0006469214974826315
m11 [nvbdcp],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,2024-09-01,0.0,0.0
m11 [nvbdcp],11.1.2.c,Malaria (RDT) - Plasmodium Falciparum test positive,2024-09-01,1.0,1.4063510814839816e-05
m11 [nvbdcp],11.1.2.d,Malaria (RDT) - Mixed test positive,2024-09-01,1.0,1.4063510814839816e-05
m11 [nvbdcp],11.2.1,Kala Azar (RDT) - Tests Conducted,2024-09-01,0.0,0.0
m11 [nvbdcp],11.2.2,Kala Azar Positive Cases,2024-09-01,0.0,0.0
m11 [nvbdcp],11.3.1,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-09-01,66.0,0.0009281917137794279
m11 [nvbdcp],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-09-01,10.0,0.00014063510814839815
m11 [nvbdcp],11.3.3,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-09-01,0.0,0.0
m11 [nvbdcp],11.3.4,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-09-01,0.0,0.0
m11 [nvbdcp],11.4.1,No. of AES cases tested for JE(IgM ELISA),2024-09-01,0.0,0.0
m11 [nvbdcp],11.4.2,No. of JE positive cases,2024-09-01,0.0,0.0
m11 [nvbdcp],11.5.1,Number of persons that consumed MDA(Mass Drug Administration) drugs during the MDA round ,2024-09-01,0.0,0.0
m11 [nvbdcp],11.5.2,Number of Lymphatic Filarisis lymphoedema patients received MMDP(Morbidity Management And Disability Prevention) kits ,2024-09-01,0.0,0.0
m11 [nvbdcp],11.5.3,Number of Hydrocele surgeries conducted in Lymphatic Filariasis (MMDP),2024-09-01,0.0,0.0
m11 [nvbdcp],11.1.1.a,Total Blood Smears Examined for Malaria ,2024-10-01,152.0,0.002137653643855652
m11 [nvbdcp],11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.1.1.d,Malaria (Microscopy Tests ) - Mixed test positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.1.2.a,RDT conducted for Malaria,2024-10-01,28.0,0.00039377830281551486
m11 [nvbdcp],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.1.2.c,Malaria (RDT) - Plasmodium Falciparum test positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.1.2.d,Malaria (RDT) - Mixed test positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.2.1,Kala Azar (RDT) - Tests Conducted,2024-10-01,0.0,0.0
m11 [nvbdcp],11.2.2,Kala Azar Positive Cases,2024-10-01,0.0,0.0
m11 [nvbdcp],11.3.1,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-10-01,45.0,0.0006328579866677918
m11 [nvbdcp],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-10-01,20.0,0.0002812702162967963
m11 [nvbdcp],11.3.3,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,2024-10-01,0.0,0.0
m11 [nvbdcp],11.3.4,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,2024-10-01,0.0,0.0
m11 [nvbdcp],11.4.1,No. of AES cases tested for JE(IgM ELISA),2024-10-01,0.0,0.0
m11 [nvbdcp],11.4.2,No. of JE positive cases,2024-10-01,0.0,0.0
m11 [nvbdcp],11.5.1,Number of persons that consumed MDA(Mass Drug Administration) drugs during the MDA round ,2024-10-01,0.0,0.0
m11 [nvbdcp],11.5.2,Number of Lymphatic Filarisis lymphoedema patients received MMDP(Morbidity Management And Disability Prevention) kits ,2024-10-01,0.0,0.0
m11 [nvbdcp],11.5.3,Number of Hydrocele surgeries conducted in Lymphatic Filariasis (MMDP),2024-10-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-04-01,0.0,0.0
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-04-01,0.0,0.0
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-04-01,0.0,0.0
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-04-01,0.0,0.0
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-04-01,0.0,0.0
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-04-01,0.0,0.0
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-04-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-04-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-04-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-04-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-04-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-04-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-04-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-04-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-04-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-04-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-04-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-04-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-04-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-04-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-05-01,0.0,0.0
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-05-01,0.0,0.0
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-05-01,0.0,0.0
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-05-01,0.0,0.0
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-05-01,0.0,0.0
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-05-01,0.0,0.0
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-05-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-05-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-05-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-05-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-05-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-05-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-05-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-05-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-05-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-05-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-05-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-05-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-05-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-05-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-06-01,0.0,0.0
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-06-01,0.0,0.0
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-06-01,0.0,0.0
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-06-01,0.0,0.0
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-06-01,0.0,0.0
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-06-01,0.0,0.0
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-06-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-06-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-06-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-06-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-06-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-06-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-06-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-06-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-06-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-06-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-06-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-06-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-06-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-06-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-07-01,19.0,0.0002672067054819565
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-07-01,8.0,0.00011250808651871853
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-07-01,12.0,0.0001687621297780778
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-07-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-07-01,19.0,0.0002672067054819565
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-07-01,8.0,0.00011250808651871853
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-07-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-07-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-07-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-07-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-07-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-07-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-07-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-07-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-07-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-07-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-07-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-07-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-07-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-07-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-08-01,20.0,0.0002812702162967963
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-08-01,8.0,0.00011250808651871853
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-08-01,14.0,0.00019688915140775743
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-08-01,5.0,7.031755407419908e-05
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-08-01,20.0,0.0002812702162967963
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-08-01,8.0,0.00011250808651871853
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-08-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-08-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-08-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-08-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-08-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-08-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-08-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-08-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-08-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-08-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-08-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-08-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-08-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-08-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-09-01,36.0,0.0005062863893342334
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-09-01,24.0,0.0003375242595561556
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-09-01,36.0,0.0005062863893342334
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-09-01,24.0,0.0003375242595561556
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-09-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-09-01,4.0,5.6254043259359264e-05
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-09-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-09-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-09-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-09-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-09-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-09-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-09-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-09-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-09-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-09-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-09-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-09-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-09-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-09-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-10-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-10-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-10-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-10-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-10-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-10-01,6.0,8.43810648890389e-05
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-10-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-10-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-10-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-10-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-10-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-10-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-10-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-10-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-10-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-10-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-10-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-10-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-10-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-10-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-11-01,16.0,0.00022501617303743706
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-11-01,8.0,0.00011250808651871853
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-11-01,8.0,0.00011250808651871853
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-11-01,4.0,5.6254043259359264e-05
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-11-01,16.0,0.00022501617303743706
m12 [adolescent health],12.1.3.b,"Out of Boys registered, Boys received counselling",2023-11-01,8.0,0.00011250808651871853
m12 [adolescent health],12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,2023-11-01,0.0,0.0
m12 [adolescent health],12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,2023-11-01,0.0,0.0
m12 [adolescent health],12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,2023-11-01,0.0,0.0
m12 [adolescent health],12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,2023-11-01,0.0,0.0
m12 [adolescent health],12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,2023-11-01,0.0,0.0
m12 [adolescent health],12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,2023-11-01,0.0,0.0
m12 [adolescent health],12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,2023-11-01,0.0,0.0
m12 [adolescent health],12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),2023-11-01,0.0,0.0
m12 [adolescent health],12.3.3,Number of adolescent girls attended monthly meeting,2023-11-01,0.0,0.0
m12 [adolescent health],12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),2023-11-01,0.0,0.0
m12 [adolescent health],12.4.1,Number of Peer Educators selected,2023-11-01,0.0,0.0
m12 [adolescent health],12.4.2,"Out of the selected Peer Educators, numbers trained",2023-11-01,0.0,0.0
m12 [adolescent health],12.4.3,Number of Adolescent Health & Wellness Days organized,2023-11-01,0.0,0.0
m12 [adolescent health],12.4.4,Number of Adolescent Friendly Club Meetings organized,2023-11-01,0.0,0.0
m12 [adolescent health],12.1.1.a,Girls registered in AFHC,2023-12-01,0.0,0.0
m12 [adolescent health],12.1.1.b,Boys registered in AFHC,2023-12-01,0.0,0.0
m12 [adolescent health],12.1.2.a,"Out of Girls registered, Girls received clinical services",2023-12-01,0.0,0.0
m12 [adolescent health],12.1.2.b,"Out of Boys registered, Boys received clinical services",2023-12-01,0.0,0.0
m12 [adolescent health],12.1.3.a,"Out of Girls registered, Girls received counselling",2023-12-01,0.0,0.0
